id,department,project_name,budget_verdict,budget_detail,corrected_v11,classification_verdict,classification_detail,reclassified_v11,name_match,name_detail,ai_relevance,source
384,보건복지부,의료 인공지능 특화 융합인재 양성 사업(R&D),match,"PDF 총괄표: 2024결산 공란, 4,500/4,500/6,000/6,000/1,500/33.3 — JSON과 일치",,partial,"'의료/바이오'+'신약/의료AI'는 맞으나 사업 본질인 '교육/인재' 도메인 누락. 학·석·박사 학위과정(마이크로디그리, 의료인공지능학 세부전공교실, PBL 실습) 운영 지원이 사업 전부",Y,True,'의료 인공지능 특화 융합인재 양성 사업(R&D)'(3031-592) 일치,core,rechecked
386,보건복지부,지역거점 AX혁신 기술개발(R&D),match,"-/-/-/5,120/5,120/5,120/순증 일치",,partial,보건복지부 소관 바이오 특화 AX 사업인데 '의료/바이오' 도메인 누락,Y,True,PDF 표제 '…기술개발사업(R&D)'과 실질 동일,core,first_pass
388,보건복지부,치매전주기 데이터수집 및 빅데이터 통합시스템 구축사업(R&D),match,"PDF p.3522 예산총괄표 -/2,625/2,625/3,150/3,150/525/20.0 — 7개 필드 일치",,partial,"ai_domains의 '데이터'·'의료/바이오'는 타당하나, ai_tech의 '신약/의료AI'는 원문 근거 없음 — 사업내용은 치매극복연구개발사업 레지스트리 환자의 2년 간격 추적 종적데이터·시료 수집·분양에 국한되며 AI 모델 개발·활용 언급이 전무",Y,True,PDF '치매전주기 데이터수집 및 빅데이터 통합시스템 구축사업(R&D)(3031-588)' = JSON 일치,none,rechecked
392,산림청,고성능 목재수확 기계장비 개발(R&D),match,"2,000/2,667/2,667/4,500/4,500/1,833/68.7 일치",,partial,'농업/식품'은 부적절(임업기계 개발). 로봇·피지컬AI 계열이 더 적합,Y,True,,partial,first_pass
399,산림청,스마트 산림재해 대응(정보화),match,"PDF 총괄표: 939/947/947/3,865/3,865/2,918/308.1 — JSON과 완전 일치",,partial,"'농업/식품'은 근거 없음(산림재난 대응 사업). 2026 신규 '저궤도 위성통신 장비 구입' 1,800백만원이 최대 증액 항목이므로 '통신/네트워크' 누락이 문제. '우주/위성','재난/안전','산림/생태','데이터'는 타당",Y,True,'스마트 산림재해 대응(정보화)'(7035-507) 일치,partial,rechecked
402,산업통상부,AI응용제품 신속 상용화 지원사업(제조),match,,,appropriate,,,False,JSON 'AI응용제품 신속 상용화 지원사업(제조)' vs PDF 'AI응용제품신속상용화지원사업' - '(제조)' 추가,core,first_pass
403,산업통상부,AI자율제조SDM플랫폼기술개발사업(R&D),mismatch,"PDF 총괄표: -/9,200/9,200/10,000/7,500/∆1,700/∆18.5. JSON은 change_amount=null, change_rate=null로 두 필드 누락(△ 표기 파싱 실패 추정). 나머지 5개 필드 일치",Y,appropriate,"제조/스마트팩토리·로봇 도메인, 제조/산업AI 기술 분류 모두 타당(AI 자율제조 SDM 플랫폼)",,True,'AI자율제조SDM플랫폼기술개발사업(R&D)'(3541-414) 일치,core,rechecked
409,산업통상부,SDV용AI가속기반도체기술개발(R&D),match,,,partial,AI반도체 도메인 누락(SDV용 AI가속기 반도체 국산화가 핵심),Y,True,,core,first_pass
411,산업통상부,국가로봇테스트필드사업(R&D),match,,,partial,건설/스마트시티는 근거 약함(로봇 실증 인프라 구축 사업),Y,True,"PDF 표제는 '국가로봇테스트필드(R&D)', 세부사업 명칭은 '국가로봇테스트필드사업(R&D)'로 동일",partial,first_pass
413,산업통상부,기계장비산업기술개발(R&D),mismatch,"PDF 총괄표: 158,854/158,244/158,244/219,989/219,989/61,745/39.0%. JSON change_rate=null 누락('%' 부착으로 파싱 실패 추정). 나머지 6개 필드 일치",Y,partial,"'제조/스마트팩토리','로봇' 도메인은 타당하나 사업목적이 '업종별 특화 제조AI 기술확보'인데 ai_tech가 null로 '제조/산업AI'가 누락됨",Y,True,'기계장비산업기술개발(R&D)'(3231-304) 일치,partial,rechecked
414,산업통상부,대한무역투자진흥공사,mismatch,"PDF 총괄표: 320,892/329,290/334,606/340,129/341,429/12,139/3.7%. JSON change_rate=null 누락. 나머지 6개 필드 일치",Y,appropriate,"기관 조직망운영비·인건비·경상경비 중심 기관운영 출연사업으로 ai_domains=['기타'] 수용 가능. 다만 정보화경비 내 'AI 지능형 수출지원 플랫폼 구축' 3,905백만원 존재, '무역/통상' 성격 명시가 더 나음",,True,'대한무역투자진흥공사(KOTRA) 출연' 사업으로 일치,partial,rechecked
415,산업통상부,로봇산업기술개발(R&D),match,,,partial,LLM/언어모델은 근거 없음(로봇·제조AI 중심),Y,True,,core,first_pass
418,산업통상부,민관공동투자반도체고급인력양성(R&D),match,,,partial,AI반도체는 근거 약함(반도체 전영역 고급인력 양성 R&D),Y,True,,none,first_pass
420,산업통상부,바이오산업개방형 생태계 조성 촉진,match,,,partial,"의료/바이오 도메인 누락, 교육/인재만 표기됨",Y,True,,none,first_pass
421,산업통상부,반도체 첨단 패키징 선도기술개발 사업(R&D),match,,,partial,AI반도체로 표기했으나 사업 본문은 반도체 첨단 패키징 일반,Y,True,,none,first_pass
423,산업통상부,뿌리산업경쟁력강화지원,match,,,partial,에너지 도메인은 근거 약함(에너지효율화 언급 수준),Y,True,,partial,first_pass
429,산업통상부,산업용무기·유기화합물제형물성예측AI파운데이션모델개발(R&D),match,,,partial,LLM/언어모델은 부적절(물성예측용 AI 파운데이션 모델),Y,True,,core,first_pass
430,산업통상부,산업혁신기반구축(R&D),mismatch,"PDF p.4099 총괄표: 190,992/240,845/240,845/258,501/268,484/27,639/11.5%. JSON change_rate=null 누락. 나머지 6개 필드 일치",Y,appropriate,"중소·중견기업 공동활용 R&D 인프라 구축 사업으로 'R&D 지원' 도메인 타당. 다만 2026 과제에 제조 AI 솔루션 개발 지원센터, AI 휴머노이드 로봇 기술혁신 센터, AI 기반 화학공정·소재합성 최적화 등 다수 포함되어 보조 도메인 추가 여지 있음",,True,'산업혁신기반구축(R&D)'(3171-302) 일치,partial,rechecked
433,산업통상부,섬유패션산업활성화기반마련,match,,,partial,"교육/인재만 표기, 섬유패션 산업기반(기타) 성격이 주된 내용",Y,True,,none,first_pass
435,산업통상부,소재부품산업기술개발기반구축(R&D),match,"PDF p.4199 예산총괄표 7개 필드 전부 일치: 2024결산 191,400 / 2025본예산 215,061 / 추경 215,061 / 2026요구안 196,457 / 2026확정 200,457 / 증감 △14,604 / 증감률 △6.8. JSON의 -14,604, -6.8은 PDF의 △ 표기를 정확히 음수 변환한 것. 내역사업 4건(소재부품기술기반혁신 189,720/213,161/196,457, 첨단분말소재부품개발기반구축 1,680/1,900/-, 극한-극지 화합물반도체 2,000, SiC기판분석센터 2,000)도 p.4199 기능별 표와 일치. 다만 sub_projects의 b2025 필드는 2025본예산 값을 담고 있어 라벨 해석 주의.",,partial,"is_rnd=true, rnd_stage='사업화/확산'은 타당(연구시설·장비 구축→소재개발·신뢰성향상·시제품제작→사업화 전주기, 양산성능평가 TRL7~8). 그러나 ai_domains=['데이터'] 단독 표기는 대표성이 약함. 실제 주 도메인은 소재·부품·장비 제조 인프라이며 '데이터'는 내내역 '가상공학플랫폼구축'(소재데이터 AI모델·데이터 표준화/축적/활용, ’25년 300억/2,151억 ≈14%)과 '소부장통계구축' EWS(빅데이터·AI)에서만 근거 확인. 1차 판정(partial)에 동의.",Y,True,"PDF 사업명 '소재부품산업기술개발기반구축(R&D) (3232-303)', 소관 산업통상부 — JSON name/code/department 일치.",partial,rechecked
436,산업통상부,열공정특화제조AI파운데이션모델개발(R&D),match,,,partial,LLM/언어모델은 부적절(열공정 특화 제조 AI 파운데이션 모델),Y,True,,core,first_pass
438,산업통상부,자동차산업기술개발(R&D),mismatch,"1차 uncertain 해소. PDF p.4251 총괄표: 348,493/390,424/390,424/337,751/339,711/△50,713/△13.0%. JSON change_amount=-50713은 일치하나 change_rate=null 누락 → mismatch",Y,appropriate,"'교통/모빌리티'(그린카·스마트카·자율주행), '에너지'(전기·수소차), '보안/사이버'(SBOM·OTA 보안성 시험 시스템 3,200백만원), '디지털전환(AX)' 모두 내역사업으로 근거 확인",,True,'자동차산업기술개발(R&D)'(3551-301) 일치,partial,rechecked
442,산업통상부,제조데이터표준·인공지능활용제품전주기탄소중립지원기술개…,match,"PDF: -/3,500/-/7,212/7,212/3,712/106.1 — 일치",,partial,'제조/스마트팩토리' 누락(AAS 기반 제조데이터·공정 탄소저감),Y,False,JSON 사업명 말미가 '…'로 절단(PDF: 제조데이터표준·인공지능활용제품전주기탄소중립지원기술개발(R&D)),partial,first_pass
444,산업통상부,조선해양산업기술개발(R&D),mismatch,"PDF 총괄표(p.4330): 77,225 / 119,165 / 119,165 / 178,562 / 194,412 / 75,247 / 63.1%. JSON은 앞 6개 필드 일치하나 change_rate가 null(PDF 63.1%) — 1차 판정과 동일하게 확인됨.",Y,appropriate,"내역사업에 AI완전자율운항선박기술개발(15,850), 자율운항선박AI데이터플랫폼기술개발(6,000), 조선산업생산협업디지털전환, 선박소부재생산지능화 등이 실제 존재 → 데이터·교통/모빌리티·제조·해양/수산·디지털전환(AX) 라벨 모두 근거 있음",,True,"PDF 사업명 '조선해양산업기술개발(R&D)' (3551-302), 산업통상부 — JSON과 일치",partial,rechecked
445,산업통상부,지식서비스산업기술개발(R&D),match,"PDF: 24,077/13,950/13,950/21,950/12,550/△1,400/△10.0 — 일치",,partial,'제조/스마트팩토리' 단독 라벨은 근거 약함(지식서비스·제조서비스 융합 R&D),Y,True,,partial,first_pass
446,산업통상부,지역거점AX혁신기술개발(R&D),match,"PDF: -/-/-/20,400/6,800/6,800/순증 — 일치",,partial,"'AI반도체','LLM/언어모델','교통/모빌리티'는 배경 서술 수준으로 과다 부여(핵심은 로봇·AX·피지컬AI)",Y,True,,core,first_pass
447,산업통상부,지역전략산업기반고도화(R&D),match,"PDF: -/-/-/11,000/11,000/11,000/순증 — 일치",,partial,"사업내용은 DX·GX 인프라 고도화로 AI 언급 없음, 'AX' 라벨 근거 약함",Y,True,,none,first_pass
448,산업통상부,철강·금속 인공지능전환(AX) 실증센터 구축,match,"PDF: -/-/-/2,800/2,800/2,800/순증 — 일치",,partial,"'건설/스마트시티' 부적절, '제조/스마트팩토리' 누락",Y,True,PDF 세부사업명 '철강·금속AX실증센터구축'과 실질 동일,core,first_pass
450,산업통상부,첨단민군융합기술개발(R&D),mismatch,"PDF 총괄표(p.4429): 4,800 / 4,800 / 추경 '-' / 10,287 / 10,287 / 5,487 / 114.3%. JSON은 2025_supplementary null(PDF '-'와 일치), 그러나 change_rate가 null(PDF 114.3%) → mismatch 확정",Y,partial,"ai_domains '국방/안보'는 타당하나, 사업 전체가 '인공지능(AI) 기반 제어기술 개발'이고 내역에 인공지능 기반 스마트 통합함교체계·엣지AI 엔진 최적화가 명시되는데 ai_tech가 null로 비어 있음",Y,True,PDF '첨단민군융합기술개발(R&D)' (3541-409) 산업통상부 — 일치,core,rechecked
451,산업통상부,한국형Manufacturing-X플랫폼표준모델개발및실증(R&D),match,"PDF: -/-/-/5,250/5,250/5,250/순증 — 일치",,partial,"'건설/스마트시티' 부적절, 핵심인 '제조/스마트팩토리' 누락",Y,True,,core,first_pass
452,소방청,119빅데이터 분석운영,mismatch,"PDF 총괄표(p.4454)는 2026 '요구안' 열이 없고 2026 예산(B)만 존재: 1,760 / 1,907(본예산A) / 1,907(추경) / 1,705(2026예산B) / △202 / △10.6. JSON은 한 칸씩 밀려 2026_request 1,705, 2026_budget -202, change_amount -10.6, change_rate null → mismatch 확정",Y,partial,'데이터'·'재난/안전'·'행정/전자정부'는 타당. '피지컬AI/디바이스'는 소방안전 빅데이터 플랫폼의 '소방 IoT' 데이터 수집 언급 수준이라 근거 약함. 또한 공공 AI·데이터 역량강화 교육 내역이 있음에도 '교육/인재' 누락,Y,True,PDF '119빅데이터 분석운영' (1133-311) 소방청 — 일치. 다만 sub_projects가 사업명을 '119빅데이터'/'분석운영'으로 잘못 분절,partial,rechecked
453,소방청,소방정보시스템구축(정보화),mismatch,"PDF 총괄표(p.4454~5)에 2026 '요구안' 열 없음: 8,703 / 13,337(본예산A) / 13,337(추경) / 15,310(2026예산B) / 1,973 / 14.8. JSON은 한 칸 밀려 2026_budget 1,973, change_amount 14.8, change_rate null → mismatch 확정",Y,appropriate,"1차의 '건설/스마트시티 근거 약함' 지적은 재검 결과 부적절 — 사업목적에 '소방 현장영상과 스마트시티 CCTV 영상 통합관제체계 구축' 명시. 우주/위성(비상위성통신망), 통신/네트워크(긴급구조 데이터망), 교통/모빌리티(소방항공 운항관리) 모두 내역 근거 있음",,True,PDF '소방정보시스템구축(정보화)' (1150-500) 소방청 — 일치. sub_projects 분절 오류('소방정보시스템'/'구축(정보화)'),partial,rechecked
457,식품의약품안전처,식의약품 안전정보체계 선진화(정보화),match,"PDF 총괄표(p.4516): 14,926 / 12,512(본예산A) / 13,820(추경) / 17,739(요구) / 17,739(예산B) / 5,227 / 41.8 — JSON 7개 필드 모두 일치",,partial,"'데이터·보안/사이버·의료/바이오'는 타당하나, 최대 내역(의약품 AI 심사 및 산업지원 체계 구축 8,010백만원, 전체의 45%)에서 생성형 AI·문자인식·의약품 특화 AI 모델·AI검색모델이 명시되는데 ai_tech가 null. 규제과학인재원 운영 플랫폼 ISP가 있어 '교육/인재' 도메인도 누락",Y,True,PDF '식의약품 안전정보체계 선진화(정보화)' (7032-503) 식품의약품안전처 — 일치,partial,rechecked
460,식품의약품안전처,컴퓨터모델링 기반 의료기기 평가체계 구축(R&D),match,"PDF: 3,742/6,642/6,642/7,592/7,592/950/14.3 — 일치",,partial,'건설/스마트시티' 부적절(디지털트윈 언급 오인 추정),Y,True,,partial,first_pass
462,우주항공청,국제 거대전파망원경 건설 사업(R&D),match,"PDF: -/2,000/2,000/6,883/6,883/4,883/244.2 — 일치",,partial,"'우주/위성(천문)' 누락, '디지털전환(AX)' 근거 약함",Y,True,,partial,first_pass
463,우주항공청,우주전파재난 위험분석 및 대응기술 개발(R&D),match,"PDF: 1,046/2,331/2,331/2,583/2,583/252/10.8 — 일치",,partial,'재난/안전' 누락(우주전파재난 예·경보 대응),Y,True,,core,first_pass
465,우주항공청,항공AI 안전성 확보를 위한 자율임무 신뢰성 보증기술 개발(R&D),match,"PDF: -/-/-/3,000/3,000/3,000/순증 — 일치",,partial,'우주/위성'보다 항공·자율비행(교통/모빌리티) 도메인이 적절,Y,True,,core,first_pass
466,인사혁신처,국가인재개발 지능형 오픈 플랫폼 운영(정보화),mismatch,"PDF 총괄표(p.4667)에 추경 열 없음. 열 구성: 2024결산 1,890 / 2025본예산(A) 1,988 / 2026요구안 1,988 / 확정(B) 1,918 / 증감 △70 / 증감률 △3.5. JSON은 2025_supplementary 1,988, 2026_request 1,918, 2026_budget -70, change_amount -3.5, change_rate null로 한 칸씩 밀림 → mismatch 확정",Y,partial,ai_domains가 '데이터' 단독 — 사업 자체가 공무원 인재개발 학습플랫폼이므로 '교육/인재' 및 '행정/전자정부' 누락. AI·빅데이터 기반 맞춤형 학습 추천이 핵심 기능인데 ai_tech도 null,Y,True,PDF '국가 인재개발 지능형 오픈 플랫폼 운영(정보화)' (1732-301) 인사혁신처 — 일치,partial,rechecked
467,인사혁신처,전자인사관리시스템운영(정보화),mismatch,"PDF 총괄표(p.4649경)에 추경 열 없음: 2024결산 8,394 / 2025본예산(A) 13,284 / 2026요구안 9,344 / 확정(B) 7,487 / 증감 △5,797 / 증감률 △43.6. JSON은 2025_supplementary 9,344, 2026_request 7,487, 2026_budget -5,797, change_amount -43.6, change_rate null로 한 칸씩 밀림 → mismatch 확정",Y,partial,ai_domains '디지털전환(AX)' 단독. 국가 인사행정 정보시스템(e-사람) 운영 사업이므로 '행정/전자정부' 누락이 명백,Y,True,PDF '전자인사관리시스템운영(정보화)' (1946-501) 인사혁신처 — 일치,none,rechecked
468,조달청,조달정보화(정보화),match,"PDF: 26,298/18,592/-/18,928/19,859/1,267/6.8 — 일치",,partial,"'행정/전자정부' 누락, '보안/사이버' 단독은 부분적 근거",Y,True,,none,first_pass
472,중소벤처기업부,신성장기반자금(융자),match,"PDF: 1,508,327/1,311,110/1,311,110/1,111,110/1,081,110/△230,000/△17.5 — 일치",,partial,"'에너지'는 Net-Zero 내역만 근거, 사업 전체는 중소기업 정책융자",Y,True,,none,first_pass
473,중소벤처기업부,재도약촉진,match,"PDF: 11,559/41,549/76,549/199,714/120,731/44,182/57.7 — 일치",,partial,"'지역 주도형 AI 대전환' 내역(49,000)이 있어 '디지털전환(AX)' 부여가 타당, '기타' 단독은 과소",Y,True,,partial,first_pass
476,중소벤처기업부,중소벤처행정정보화(정보화),match,"PDF: 6,909/11,156/11,156/14,147/13,944/2,788/25.0 — 일치",,partial,'행정/전자정부' 누락(대민정보시스템·행정정보시스템 운영이 주 내용),Y,True,,none,first_pass
478,중소벤처기업부,지역특화 제조데이터 활성화,match,"PDF: 2,000/6,000/6,000/40,000/6,000/-/- — 일치",,partial,'데이터' 누락(제조데이터 활성화·제조AI센터가 핵심),Y,True,,core,first_pass
479,중소벤처기업부,창업사업화지원,match,"PDF 총괄표: 359,131 / 403,567(본예산) / 457,567(추경A) / 491,667(요구안) / 461,838(본예산B) / 4,271 / 0.9 — JSON 7개 필드 모두 일치",,partial,"ai_domains '교육/인재' 단독은 부적절. 실제 내용은 창업패키지(195,187)·초격차 스타트업(145,622) 등 창업 사업화 자금 지원이 주. 창업중심대학(88,250, 19%)도 사업화지원 61,432 + 프로그램 운영 중심이며 인재양성 교육사업이 아님. '창업/벤처' 성격 도메인 누락",Y,True,PDF '창업사업화지원' (5132-302) 중소벤처기업부 — 일치,none,rechecked
485,지식재산처,"지식재산 활용(사업화, 거래, 평가) 지원",match,"PDF 총괄표: 23,495 / 26,853(본예산A) / 추경 '-' / 36,698(정부안) / 34,698(최종B) / 7,845 / 29.2 — JSON 7개 필드 모두 일치(2025_supplementary null = PDF '-')",,partial,1차의 'wrong'은 과도. 내역사업 '지식재산활용 확산 인프라 구축'이 'AI 기반 IP거래·이전용 통합DB 구축 및 데이터 학습을 통한 AI 기반 IP가치평가 시스템 구축'으로 명시돼 '디지털전환(AX)' 라벨에 최소한의 근거는 있음. 다만 해당 내역은 '26년 예산 0원(740→0)으로 종료되고 나머지는 IP 사업화·거래·평가 자금 지원이라 단독 라벨로는 대표성이 약함,Y,True,"PDF '지식재산 활용(사업화, 거래, 평가) 지원' (1332-303) 지식재산처 — 일치",partial,rechecked
488,질병관리청,국가통합바이오빅데이터구축사업Ⅱ(R&D),match,,,partial,"실제 내용은 인체유래물 바이오뱅크 저장시설 증축(자산취득비 18,700)으로 '데이터' 라벨 근거 약함",Y,True,,none,first_pass
489,질병관리청,헬스케어 이종데이터 활용체계 및 인공지능 개발(R&D),match,,,partial,AI가 사업명·내역(인공지능 연구지원)의 핵심인데 AI 관련 도메인 명시 없음,Y,True,,core,first_pass
490,해양경찰청,AI기반 해상 긴급상황접수및대응체계개발(R&D),match,,,partial,"해상 조난 신고접수·대응 AI로 '재난/안전'이 핵심, '통신/네트워크' 단독은 부적절",Y,True,,core,first_pass
494,해양경찰청,해양안전시스템구축관리(정보화),match,,,partial,함정 데이터 수집·정보통신 인프라 구축으로 '법률/치안'보다 데이터·디지털전환(AX)이 적합,Y,True,PDF 목차명은 '해양안전시스템구축(정보화)'이나 세부사업·총괄표명은 '해양안전시스템구축관리(정보화)'로 일치,none,first_pass
495,해양수산부,AI 기반 스마트 어업관리 시스템 개발(R&D),match,,,partial,어업관리·어선안전 AI 사업으로 '해양/수산' 도메인 누락,Y,True,,core,first_pass
496,해양수산부,AI 완전자율운항선박 기술개발사업(R&D),match,,,appropriate,,,False,JSON 'AI 완전자율운항선박 기술개발사업(R&D)' vs PDF '…기술개발(R&D)' — '사업' 추가,core,first_pass
497,해양수산부,AI응용제품 신속상용화 지원사업(해수),match,,,appropriate,,,False,"JSON에 부처 구분용 '(해수)' 접미사 추가, PDF는 'AI응용제품 신속상용화 지원사업'",core,first_pass
499,해양수산부,국제사회 IUU어업예방을 위한 원양어선 전자모니터링 기술개발(R&D),match,,,partial,"원양어선 EM 영상 AI 분석 사업으로 '해양/수산'이 핵심, '클라우드/컴퓨팅' 단독은 부적절",Y,True,,partial,first_pass
503,해양수산부,민군경 AI 기반 해양영상 융복합 분석기술 개발(R&D),match,,,partial,"해상물체 탐지·식별 AI로 '해양/수산'·'국방/치안'이 핵심, 'AI반도체'는 근거 약함",Y,True,,core,first_pass
509,해양수산부,아열대 해양환경 적응 시나리오 개발  대응책 및 활용 체계 구…,match,,,appropriate,,,False,"JSON 사업명이 '…활용 체계 구…'로 절단됨, PDF는 '…활용 체계 구축(R&D)'",none,first_pass
511,해양수산부,유수식 디지털양식 혁신기술개발(R&D),match,,,partial,양식 사업으로 '해양/수산' 도메인 누락(데이터만 부여),Y,True,,partial,first_pass
514,해양수산부,탄소제로 수중데이터센터 표준모델 개발(R&D),match,,,partial,"AI 데이터센터 인프라 개발로 '클라우드/컴퓨팅'이 더 적합, '데이터' 라벨은 부정확",Y,True,,partial,first_pass
516,해양수산부,한국형 연안재해 발생요인 예측기술 개발(R&D),match,,,partial,연안재해 예측 사업으로 '재난/안전'·'환경/기후' 누락,Y,True,,partial,first_pass
517,해양수산부,해양공간 디지털트윈 적용 및 활용 기술개발(R&D),match,,,partial,"해양공간 디지털트윈 사업으로 '건설/스마트시티'는 부적절, '해양/수산'·'데이터'가 적합",Y,True,,partial,first_pass
519,해양수산부,해양수산 신산업 육성 및 기업투자유치 지원(지원),match,,,partial,대부분 투자유치·바이오 인프라 건립 내역으로 '데이터'·'제조/스마트팩토리' 근거 약함(해양·항만 AX실증센터 358백만원만 해당),Y,False,"JSON에 '(지원)' 접미사 추가, PDF는 '해양수산 신산업 육성 및 기업 투자유치 지원'",partial,first_pass
524,행정안전부,과학수사감정지원,match,"PDF 총괄표: 10,779 / 12,360(본예산) / 12,360(추경A) / 12,843(요구안) / 12,843(본예산B) / 483 / 3.9 — JSON 7개 필드 모두 일치",,partial,"'법률/치안·의료/바이오·재난/안전'은 타당. '에너지'는 부적절 — 내역 '방사선 안전관리'(36백만원, 감정장비 방사선 안전관리)를 에너지 분야로 오인한 것으로 판단. 또한 '딥페이크 탐지 AI시스템 도입'(900백만원, '26 신규)이 있음에도 ai_tech가 null",Y,True,PDF '과학수사감정지원' (2531-303) 행정안전부(국립과학수사연구원) — 일치,partial,rechecked
525,행정안전부,데이터기반행정활성화(정보화),match,"PDF 총괄표(p.5197경): 14,664 / 15,008(본예산) / 15,008(추경A) / 14,506(요구안) / 10,478(본예산B) / △4,530 / △30.2 — JSON 7개 필드 모두 일치(음수는 PDF △ 표기와 부합)",,partial,"'데이터·디지털전환(AX)'은 타당하나 '교육/인재' 및 '행정/전자정부' 누락. 특히 내역사업 '데이터기반행정 역량지원'(1,479백만원)의 대부분이 AI인재양성 교육과정 개발·운영(1,105백만원)",Y,True,PDF '데이터기반행정활성화(정보화)' (2046-503) 행정안전부 — 일치,partial,rechecked
527,행정안전부,범정부 인공지능 공통기반 구현(정보화),mismatch,"리더 판정(PDF p.5214 실측): 2026확정 7,371은 정확(기능별 합계 일치). change_amount=7371→정답 1,979, change_rate=1979→정답 36.7% (텍스트 추출 순서 오류)",Y,partial,"'LLM/언어모델'은 타당(범정부 초거대AI 공통기반 구현·운영). 다만 각 기관이 특화 데이터로 초거대 AI 서비스를 구현·운영하도록 지원하는 범정부 공통기반 사업이므로 '행정/전자정부' 도메인 누락, ai_tech도 null",Y,True,"PDF '범정부 인공지능 공통기반 구현' (2039-506) 행정안전부 인공지능정부실, 시행주체 한국지능정보사회진흥원 — 일치",core,leader_adjudicated
528,행정안전부,재난 및 안전관리 연구개발(R&D),match,"총괄표 7개 필드(32,940/31,744/31,744/26,766/26,766/△4,978/△15.7) 일치. 다만 JSON total_cost(1,862.2억)는 PDF '총사업비: 해당없음'과 불일치",,partial,"'교통/모빌리티'는 안전사고 R&D 중 교통사고 분야 언급뿐으로 근거 약함, 핵심은 재난/안전",Y,True,,partial,first_pass
529,행정안전부,재난안전 AI 관제체계 및 데이터 구축(정보화),match,"PDF p.5229 예산총괄표 3,251/5,075/5,075/12,369/12,369/7,294/143.7 — JSON 7개 필드 모두 일치. 내역사업 5건 금액도 p.5230 표와 일치",,partial,핵심은 '데이터'와 '재난/안전'. '교육/인재'는 AI 학습용데이터를 오인한 것으로 부적절(인재양성 내용 전무). '보안/사이버'도 근거 없음. '법률/치안'은 지자체 CCTV 통합관제라는 간접 근거만 존재. ai_tech(컴퓨터비전·데이터/MLOps)는 타당,Y,True,PDF '재난안전 AI 관제체계 및 데이터 구축(정보화)(3032-509)' = JSON name/code 일치,core,rechecked
